iter	Logloss
805	0.06942640607
806	0.0693355936
807	0.06928290164
808	0.06924390061
809	0.06918717212
810	0.06917976697
811	0.06909291218
812	0.06905799579
813	0.06903524789
814	0.06900593284
815	0.06890465784
816	0.0688384493
817	0.06883036904
818	0.06878061364
819	0.06875305452
820	0.06872067501
821	0.06869003934
822	0.06864278427
823	0.06858594642
824	0.06852136432
825	0.06842564533
826	0.0683916921
827	0.0683615163
828	0.06828305802
829	0.06825553747
830	0.06818820658
831	0.06811974318
832	0.06804746497
833	0.0679957821
834	0.06791980258
835	0.06789726343
836	0.06786436569
837	0.06779473696
838	0.06775511188
839	0.06772289973
840	0.06768621533
841	0.06762954458
842	0.06760520982
843	0.06753880539
844	0.06748946833
845	0.06741426028
846	0.06736921674
847	0.06730993404
848	0.06727964902
849	0.0672429236
850	0.06719788513
851	0.0671756336
852	0.06711777
853	0.0671060052
854	0.06704813279
855	0.06699097403
856	0.06698217148
857	0.06692484921
858	0.06687026056
859	0.06681050572
860	0.066748818
861	0.06671818944
862	0.06666801604
863	0.06659970462
864	0.06655470856
865	0.0664971087
866	0.06641449416
867	0.06640637121
868	0.06636776459
869	0.06629369461
870	0.06625211878
871	0.06619340223
872	0.06611700198
873	0.06607288961
874	0.06606493954
875	0.06600861464
876	0.06598736588
877	0.06597684189
878	0.06595499532
879	0.06589134039
880	0.06588311278
881	0.06582032318
882	0.0658085485
883	0.06576017628
884	0.06568577017
885	0.06567637109
886	0.0656573346
887	0.06560796211
888	0.06557441077
889	0.06556044223
890	0.06553433716
891	0.06550296298
892	0.0654619886
893	0.06542478992
894	0.06539130529
895	0.0653439674
896	0.0652844725
897	0.0652302484
898	0.06518014128
899	0.06514755734
900	0.0650915935
901	0.0650358843
902	0.0649993274
903	0.06493480306
904	0.0648966655
905	0.06486815742
906	0.06478210852
907	0.06474979338
908	0.06469452099
909	0.06462903125
910	0.06453513394
911	0.0644962898
912	0.06444982464
913	0.06441878183
914	0.06435656366
915	0.06428027512
916	0.06422725179
917	0.06416437296
918	0.06412185197
919	0.06405470736
920	0.06399581315
921	0.0639544021
922	0.06392037356
923	0.06389513736
924	0.063880274
925	0.06387163924
926	0.06385451715
927	0.06384581145
928	0.0638048035
929	0.06374495054
930	0.06369752483
931	0.06365480556
932	0.06361953518
933	0.06358837626
934	0.06353812502
935	0.0635048689
936	0.06345660596
937	0.06341407432
938	0.06338442728
939	0.06334455506
940	0.06330023232
941	0.06324824563
942	0.06321742307
943	0.06312500582
944	0.06307517692
945	0.06303983296
946	0.063020192
947	0.06297194348
948	0.06293237389
949	0.06290099637
950	0.0628627912
951	0.0628077713
952	0.0627460588
953	0.06271207957
954	0.06270618754
955	0.06261420573
956	0.06255978375
957	0.06250370416
958	0.06246693565
959	0.06241973545
960	0.06238378514
961	0.06233062215
962	0.06227262584
963	0.06222985462
964	0.06217428976
965	0.06209238882
966	0.06204272372
967	0.0620150046
968	0.06198088356
969	0.06191645731
970	0.061856466
971	0.06180466113
972	0.06178330301
973	0.06173000603
974	0.06169062509
975	0.06167515938
976	0.0616374856
977	0.06158706983
978	0.06152921106
979	0.06147468282
980	0.06145546619
981	0.06141535649
982	0.06138752948
983	0.06133363295
984	0.06132597513
985	0.06127982112
986	0.06125358833
987	0.06120871879
988	0.06116093571
989	0.0611204816
990	0.06110008316
991	0.06104664003
992	0.06098499263
993	0.06094660163
994	0.0609053885
995	0.06087695
996	0.06085521422
997	0.06085313776
998	0.06080382418
999	0.06077783675
